,distance_to,source,station_name,review_count,business_id,rating,name,price,poi_longitude,category,poi_latitude,address,station_longitude,station_latitude,num_bikes
893,216.0,Foursquare,22nd & Lehigh,,,,On The Rocks,,-75.16540324044244,Bar,39.99714065547814,"21st and Somerset St, Philadelphia, PA 19132",-75.1671,39.99569,9
896,174.0,Foursquare,Free Library of Philadelphia - Central Library,,,,Doma Japanese Restaurant,,-75.16919632546524,Sushi Restaurant,39.96052071525839,"1822 Callowhill St, Philadelphia, PA 19130",-75.17036,39.95923,2
897,33.0,Foursquare,29th & Dauphin,,,,Mom's Seafood,,-75.180044,Seafood Restaurant,39.991391,"2312 N 29th St, Philadelphia, PA 19132",-75.17975,39.99119,6
898,243.0,Foursquare,29th & Dauphin,,,,My Bed,,-75.18255781733248,Bar,39.99158630645454,"At Home, Philadelphia, PA 19132",-75.17975,39.99119,6
899,251.0,Foursquare,29th & Dauphin,,,,Panda,,-75.18198770777738,Chinese Restaurant,39.99266281603961,"3024 W York St, Philadelphia, PA 19132",-75.17975,39.99119,6
900,301.0,Foursquare,29th & Dauphin,,,,Assassins Motorcycle Club,,-75.17637411394517,Sports Bar,39.99036035921324,"Philadelphia, PA",-75.17975,39.99119,6
901,260.0,Foursquare,29th & Tasker,,,,Korea Taqueria,,-75.19615718950621,Korean Restaurant,39.93420592726287,"3101 Tasker St (S 31st St), Philadelphia, PA 19145",-75.19319,39.93366,8
903,65.0,Foursquare,40th & Spruce,,,,Copabanana,,-75.20315443407293,Mexican Restaurant,39.9516077742134,"4000 Spruce St (at 40th St), Philadelphia, PA 19104",-75.20311,39.9522,0
904,155.0,Foursquare,40th & Spruce,,,,HipCityVeg,,-75.2026360924769,Vegan and Vegetarian Restaurant,39.95354777130988,"214 S 40th St, Philadelphia, PA 19104",-75.20311,39.9522,0
905,195.0,Foursquare,40th & Spruce,,,,Panera Bread,,-75.20285076195775,Coffee Shop,39.95394888650906,"200 S 40th St, Philadelphia, PA 19104",-75.20311,39.9522,0
906,125.0,Foursquare,40th & Spruce,,,,Greek Lady,,-75.20266610072558,Greek Restaurant,39.953278523065855,"222 S 40th St (btwn Locust & Walnut), Philadelphia, PA 19104",-75.20311,39.9522,0
824,87.0,Foursquare,Cresson & Levering,,,,Jake's and Cooper's Wine Bar,,-75.22425082675446,New American Restaurant,40.02573725907788,"4365 Main St, Philadelphia, PA 19127",-75.22445,40.02651,7
822,73.0,Foursquare,Cresson & Levering,,,,Taqueria Amor,,-75.22505097899997,Mexican Restaurant,40.02603429958777,"4410 Main St (btwn Gay St & Levering St), Philadelphia, PA 19127",-75.22445,40.02651,7
708,148.0,Foursquare,12th & Chestnut,,,,Rice & Mix,,-75.16071199575383,Korean Restaurant,39.9489910436543,"1207 Walnut St (at 12th St), Philadelphia, PA 19107",-75.16027,39.95028,6
736,127.0,Foursquare,Broad & Reed,,,,Hive,,-75.16828385700754,Coffee Shop,39.93189253172064,"Broad street, Philadelphia, PA 19146",-75.16822,39.93304,7
738,224.0,Foursquare,Broad & Reed,,,,Green Eggs Cafe,,-75.16653783661927,Café,39.931485326797656,"1306 Dickinson St (at S Clarion St), Philadelphia, PA 19147",-75.16822,39.93304,7
741,244.0,Foursquare,Broad & Reed,,,,JNA Institute of Culinary Arts,,-75.16789505310742,American Restaurant,39.93522166708836,"1212 S Broad St (Ellsworth), Philadelphia, PA 19146",-75.16822,39.93304,7
747,381.0,Foursquare,Penn Treaty Park,,,,Ekta Indian Cuisine,,-75.132645,Indian Restaurant,39.96927,"1142 Crease St (Marlborough St.), Philadelphia, PA 19125",-75.12964,39.96672,7
748,407.0,Foursquare,Penn Treaty Park,,,,Murph's Bar,,-75.133418,Italian Restaurant,39.96897,"202 E Girard Ave (at Frankford Ave), Philadelphia, PA 19125",-75.12964,39.96672,7
753,223.0,Foursquare,24th & Sansom,,,,Ambrosia Ristorante BYOB,,-75.17958806413459,Italian Restaurant,39.949964492464765,"231 S 24th St, Philadelphia, PA 19103",-75.17943,39.95197,5
754,85.0,Foursquare,24th & Sansom,,,,Bonner's Irish Pub,,-75.17845678172074,Bar,39.95177882422336,"120 S 23rd St (at Sansom St), Philadelphia, PA 19103",-75.17943,39.95197,5
755,254.0,Foursquare,2nd & Snyder,,,,The Wild Burrito,,-75.1525331999143,Burrito Restaurant,39.92281027634022,"2015 E Moyamensing Ave, Philadelphia, PA 19148",-75.15,39.9216,6
756,243.0,Foursquare,2nd & Snyder,,,,Terryin,,-75.15282186830889,Chinese Restaurant,39.921944217478746,"358 Snyder Ave, Philadelphia, PA 19148",-75.15,39.9216,6
758,223.0,Foursquare,4th & Arch,,,,Kisso Sushi Bar,,-75.1464039502837,Sushi Restaurant,39.95427766849037,"205 N 4th St (4th & Race), Philadelphia, PA 19106",-75.14728,39.95238,0
759,256.0,Foursquare,4th & Arch,,,,ICI Macarons & Cafe,,-75.145401,Café,39.950572,"11 N 3rd St, Philadelphia, PA 19106",-75.14728,39.95238,0
760,160.0,Foursquare,Manayunk Bridge,,,,SMoKE Cigar & Hookah Parlor,,-75.22644100723285,Hookah Bar,40.02688259645885,"4453 Main St (at Green Ln), Philadelphia, PA 19127",-75.2277,40.02796,15
735,128.0,Foursquare,Broad & Erie ,,,,Eagle Bar,,-75.15047704524783,Bar,40.00914292685994,"3653 Germantown Ave, Philadelphia, PA 19140",-75.15198,40.00924,1
764,207.0,Foursquare,Manayunk Bridge,,,,United States Hotel Bar,,-75.22618864838137,Bar,40.026492560925526,"4439 Main St, Philadelphia, PA 19127",-75.2277,40.02796,15
734,139.0,Foursquare,Broad & Erie ,,,,Dwights Southern Bar-B-Que II,,-75.15135511796076,Restaurant,40.01040353798561,"3734 Germantown Ave, Philadelphia, PA 19140",-75.15198,40.00924,1
709,156.0,Foursquare,12th & Chestnut,,,,Charlie was a sinner.,,-75.16179,Vegan and Vegetarian Restaurant,39.949493,"131 S 13th St, Philadelphia, PA 19107",-75.16027,39.95028,6
710,156.0,Foursquare,12th & Chestnut,,,,Masala Kitchen : Kati Rolls & Platters,,-75.16101962283194,Indian Restaurant,39.94899037353924,"1211 Walnut St (12th Street), Philadelphia, PA 19107",-75.16027,39.95028,6
474,309.0,Foursquare,45th & Baltimore,,,,Aksum,,-75.216401,Middle Eastern Restaurant,39.94882,"4630 Baltimore Ave, Philadelphia, PA 19143",-75.21278,39.949,5
712,325.0,Foursquare,Germantown & Huntingdon,,,,Burger King,,-75.14477805408477,Fast Food Restaurant,39.99293983241424,"701 W Lehigh Ave, Philadelphia, PA 19133",-75.14808,39.99146,4
713,296.0,Foursquare,Germantown & Huntingdon,,,,On My Post,,-75.14880947791389,Bar,39.99407266907944,"Lehigh Ave, Philadelphia, PA 19133",-75.14808,39.99146,4
718,178.0,Foursquare,27th & Pennsylvania,,,,Trio,,-75.18048119038606,Thai Restaurant,39.970369965319335,"2624 Brown St (at N Taney St), Philadelphia, PA 19130",-75.18169,39.96906,6
719,243.0,Foursquare,27th & Pennsylvania,,,,Brown Street Coffee,,-75.17948456229703,Coffee Shop,39.97045066112872,"2545 Brown St (26'th Street), Philadelphia, PA 19130",-75.18169,39.96906,6
721,429.0,Foursquare,Point Breeze & Tasker,,,,22nd Street Cafe,,-75.18076282808812,Café,39.936125706582246,"1264 S 22nd St (at Wharton St), Philadelphia, PA 19146",-75.18154,39.93231,3
722,75.0,Foursquare,10th & Oregon,,,,Cookie's Tavern,,-75.16508066605748,Bar,39.916120345169006,"2647 S Alder St (at Oregon Ave.), Philadelphia, PA 19148",-75.1643,39.9158,8
723,100.0,Foursquare,10th & Oregon,,,,Flying Fish Seafood,,-75.1631388918305,Seafood Restaurant,39.91594386543654,"2652 S 9th St (at Oregon Ave), Philadelphia, PA 19148",-75.1643,39.9158,8
725,308.0,Foursquare,10th & Oregon,,,,Black Cat Tavern,,-75.16777652380834,Bar,39.91657073581015,"2654 S 12th St (Oregon Ave), Philadelphia, PA 19148",-75.1643,39.9158,8
731,75.0,Foursquare,15th & South,,,,Rex at the Royal,,-75.16822996022114,Southern Food Restaurant,39.9438166453252,"1524 South St, Philadelphia, PA 19146",-75.16735,39.94391,6
732,132.0,Foursquare,15th & South,,,,Tio Flores,,-75.16889841583622,Mexican Restaurant,39.94403282305938,"1600 South St (S 16th St), Philadelphia, PA 19146",-75.16735,39.94391,6
733,111.0,Foursquare,Broad & Erie ,,,,Clock Bar,,-75.15073777740236,Cocktail Bar,40.00890840580944,"3649 Germantown Ave, Philadelphia, PA 19140",-75.15198,40.00924,1
763,360.0,Foursquare,Manayunk Bridge,,,,Chabaa Thai Bistro,,-75.22444180920658,Thai Restaurant,40.02588518573464,"4343 Main St, Philadelphia, PA 19127",-75.2277,40.02796,15
794,46.0,Foursquare,42nd & Woodland,,,,Starbucks,,-75.206731,Coffee Shop,39.946772,"4140 Woodland Ave (at Woodland Ave), Philadelphia, PA 19104",-75.20691,39.94717,2
796,418.0,Foursquare,42nd & Woodland,,,,Renata's Kitchen,,-75.20314025878906,Mediterranean Restaurant,39.949588775634766,"3940 Baltimore Ave (40th St), Philadelphia, PA 19104",-75.20691,39.94717,2
797,53.0,Foursquare,17th & Sansom,,,,Luke's Lobster,,-75.16894713014693,Seafood Restaurant,39.950642282606665,"130 S 17th St (at Sansom St), Philadelphia, PA 19103",-75.16953,39.95081,7
798,77.0,Foursquare,17th & Sansom,,,,Tria Cafe Rittenhouse,,-75.1704197,Wine Bar,39.9509483,"123 S 18th St (Rittenhouse Sq.), Philadelphia, PA 19103",-75.16953,39.95081,7
799,100.0,Foursquare,17th & Sansom,,,,Dizengoff,,-75.16836116134685,Israeli Restaurant,39.95071550302768,"1625 Sansom St, Philadelphia, PA 19103",-75.16953,39.95081,7
801,102.0,Foursquare,17th & Sansom,,,,Gran Caffe L'Aquila,,-75.16939016959759,Italian Restaurant,39.951727725547904,"1716 Chestnut St, Philadelphia, PA 19103",-75.16953,39.95081,7
803,571.0,Foursquare,10th & Nevada,,,,Tai's Vietnamese Food,,-75.15285691712718,Vietnamese Restaurant,39.98193759610899,"1835 N 12th St, Philadelphia, PA 19122",-75.14925,39.98628,7
804,205.0,Foursquare,27th & Clearfield,,,,Twin Dragon Chinese Restaurant,,-75.17306318767709,Chinese Restaurant,40.00450338072625,"2617 W Allegheny Ave (Allegheny ave and bailey st), Philadelphia, PA 19132",-75.174,40.0028,1
805,180.0,Foursquare,24th & Christian,,,,Thai Square Restaurant,,-75.18539078822691,Thai Restaurant,39.94258014506257,"2521 Christian St, Philadelphia, PA 19146",-75.18335,39.94213,7
810,84.0,Foursquare,Walnut & Rittenhouse,,,,Lacroix Restaurant at The Rittenhouse,,-75.17269317887805,Restaurant,39.94968254511642,"210 W Rittenhouse Sq, Philadelphia, PA 19103",-75.17309,39.95038,8
811,65.0,Foursquare,Walnut & Rittenhouse,,,,Machi Sushi Bar,,-75.17370116478132,Sushi Restaurant,39.95002646669138,"209 S 20th St (Walnut St.), Philadelphia, PA 19103",-75.17309,39.95038,8
814,98.0,Foursquare,Walnut & Rittenhouse,,,,Zama,,-75.17215583442001,Japanese Restaurant,39.95089666989317,"128 S 19th St (btwn Sansom & Walnut), Philadelphia, PA 19103",-75.17309,39.95038,8
815,144.0,Foursquare,Walnut & Rittenhouse,,,,K'Far,,-75.172111,Café,39.951446,"110 S 19th St, Philadelphia, PA 19103",-75.17309,39.95038,8
816,388.0,Foursquare,"19th & Girard, PTTI",,,,Libertee Grounds,,-75.16321131961746,Beer Bar,39.971599334023246,"1600 W Girard Ave, Philadelphia, PA 19130",-75.16757,39.97263,2
817,499.0,Foursquare,"19th & Girard, PTTI",,,,Vineyards Cafe,,-75.1629700916429,Coffee Shop,39.96984341458582,"847 N 16th St, Philadelphia, PA 19130",-75.16757,39.97263,2
819,277.0,Foursquare,58th & Spruce,,,,Ol Boys,,-75.24145088632083,Southern Food Restaurant,39.95760956235027,"243 S 60th St, Philadelphia, PA 19139",-75.2387,39.95628,2
820,383.0,Foursquare,58th & Spruce,,,,Hyon's Seafood Restaurant,,-75.23434041269194,Seafood Restaurant,39.95542185588295,"5600 Spruce St, Philadelphia, PA 19139",-75.2387,39.95628,2
795,338.0,Foursquare,42nd & Woodland,,,,Green Line Cafe,,-75.209126,Coffee Shop,39.949702,"4239 Baltimore Ave (at 43rd St), Philadelphia, PA 19104",-75.20691,39.94717,2
793,109.0,Foursquare,52nd & Chestnut,,,,Maximum Level,,-75.22397026582351,Bar,39.957315659921065,"5118 Sansom St, Philadelphia, PA 19139",-75.22424,39.95828,4
766,169.0,Foursquare,44th & Walnut,,,,Saad's Halal Restaurant,,-75.21185,Middle Eastern Restaurant,39.954964,"4500 Walnut St (at 45th St), Philadelphia, PA 19139",-75.20987,39.95511,6
769,122.0,Foursquare,44th & Walnut,,,,Makkah Market,,-75.20844803595514,Middle Eastern Restaurant,39.95493752408301,"4249 Walnut St, Philadelphia, PA 19104",-75.20987,39.95511,6
770,160.0,Foursquare,44th & Walnut,,,,Best China Inn,,-75.21129342117389,Chinese Restaurant,39.95416251433907,"4423 Locust St, Philadelphia, PA 19104",-75.20987,39.95511,6
771,192.0,Foursquare,44th & Walnut,,,,Abyssinia,,-75.21174073722528,Ethiopian Restaurant,39.95413034678355,"229 S 45th St (at Locust St), Philadelphia, PA 19104",-75.20987,39.95511,6
773,367.0,Foursquare,12th & Cambria,,,,Halal Steaks,,-75.15392471409723,Restaurant,39.995325198568665,"2739 N Broad St, Philadelphia, PA 19132",-75.14991,39.99655,3
774,484.0,Foursquare,12th & Cambria,,,,Taco Bell,,-75.15373459974586,Fast Food Restaurant,39.99977309234654,"3032 N Broad St, Philadelphia, PA 19132",-75.14991,39.99655,3
775,131.0,Foursquare,Fairmount & Ridge,,,,Lorraine,,-75.16237877250926,Bar,39.96799374905181,"1502 Brown St, Philadelphia, PA 19130",-75.16125,39.96718,6
778,101.0,Foursquare,Fairmount & Ridge,,,,Coffee Cream & Dreams,,-75.16239644226121,Café,39.966923432416685,"1500 Fairmount Ave (at N 15th St), Philadelphia, PA 19130",-75.16125,39.96718,6
779,91.0,Foursquare,"Spring Garden Station, BSL",,,,Starbucks,,-75.16227504323092,Coffee Shop,39.962328671325146,"490 N Broad St, Philadelphia, PA 19130",-75.16121,39.96244,10
783,217.0,Foursquare,8th & Spruce,,,,Talula's Daily,,-75.153444974205,Café,39.94720819910365,"208 W Washington Sq, Philadelphia, PA 19106",-75.15508,39.94571,2
788,278.0,Foursquare,American & Berks,,,,Alamodak Restaurant,,-75.13740157331392,Halal Restaurant,39.976365680254986,"161 Cecil B Moore Ave (N. Hancock), Philadelphia, PA 19122",-75.13911,39.9785,6
475,101.0,Foursquare,20th & Fairmount,,,,Fare,,-75.17119292320437,American Restaurant,39.96727297568081,"2028 Fairmount Ave (btw 20th St. & 21st St.), Philadelphia, PA 19130",-75.17001,39.96716,6
0,216.0,Foursquare,Ridge & Heritage,,,,Thunder Mug Cafe,,-75.19468934325535,Coffee Shop,40.00941146209319,"4233 Ridge Ave, Philadelphia, PA 19129",-75.197,40.01022,11
1,272.0,Foursquare,Ridge & Heritage,,,,Shan Chuan,,-75.19411377568966,Chinese Restaurant,40.009165706661726,"4211 Ridge Ave (Midvale Ave.), Philadelphia, PA 19129",-75.197,40.01022,11
162,462.0,Foursquare,"York-Dauphin Station, MFL",,,,The Monkey Club,,-75.12823057378588,Dive Bar,39.98237837638985,"2101 E York St (Amber), Philadelphia, PA 19125",-75.13255,39.9849,12
150,245.0,Foursquare,19th & Lombard,,,,Midnight Iris,,-75.17064162388888,American Restaurant,39.94522275798762,"1708 Lombard St (17th St), Philadelphia, PA 19146",-75.17348,39.94561,7
153,255.0,Foursquare,43rd & Powelton,,,,Dana Mandi,,-75.2069702533103,Indian Restaurant,39.95646609535505,"4211 Chestnut St, Philadelphia, PA 19104",-75.2081,39.9586,3
154,304.0,Foursquare,43rd & Powelton,,,,Cleopatra Cafe,,-75.20618421700539,Hookah Bar,39.956282079805895,"4145 Chestnut St (at 42nd St), Philadelphia, PA 19104",-75.2081,39.9586,3
158,327.0,Foursquare,17th & Girard,,,,Cameron's Seafood,,-75.16013916420667,Seafood Restaurant,39.9706452560659,"1600 Fairmount Ave (16th & Fairmount), Philadelphia, PA 19130",-75.16351,39.97207,6
159,277.0,Foursquare,Health Sciences Drive,,,,Starbucks,,-75.19339072883606,Coffee Shop,39.94762356379797,"3400 Civic Center Blvd, Philadelphia, PA 19104",-75.19551,39.94573,7
160,212.0,Foursquare,"York-Dauphin Station, MFL",,,,Rowhome Coffee,,-75.13287417907075,Coffee Shop,39.98300725533054,"2152 Front St (Susquenna Ave), Philadelphia, PA 19122",-75.13255,39.9849,12
161,561.0,Foursquare,"York-Dauphin Station, MFL",,,,Atlantis: The Lost Bar,,-75.12686182383922,Bar,39.98234047431338,"2442 Frankford Ave, Philadelphia, PA 19125",-75.13255,39.9849,12
163,443.0,Foursquare,"York-Dauphin Station, MFL",,,,Three Elements,,-75.13510745096474,Bar,39.988380111300735,"2501 N 2nd St (Cumberland), Philadelphia, PA 19133",-75.13255,39.9849,12
148,146.0,Foursquare,19th & Lombard,,,,SouthGate,,-75.171765,Korean Restaurant,39.945551,"1801 Lombard St (at 18th St), Philadelphia, PA 19146",-75.17348,39.94561,7
165,110.0,Foursquare,16th & Chestnut,,,,Harp & Crown,,-75.1668181,New American Restaurant,39.9505301,"1525 Sansom St, Philadelphia, PA 19102",-75.16758,39.95134,7
166,114.0,Foursquare,16th & Chestnut,,,,Konditori,,-75.1687583423349,Coffee Shop,39.95183800869956,"40 S 17th St, Philadelphia, PA 19103",-75.16758,39.95134,7
174,77.0,Foursquare,8th & Chestnut,,,,Morimoto,,-75.153344,Japanese Restaurant,39.949607,"723 Chestnut St (at 7th St), Philadelphia, PA 19106",-75.15424,39.94974,1
149,150.0,Foursquare,19th & Lombard,,,,Bistro Southeast,,-75.17286356949793,Asian Restaurant,39.94433689816356,"1824 South St, Philadelphia, PA 19146",-75.17348,39.94561,7
120,76.0,Foursquare,Girard & Palmer,,,,Kraftwork,,-75.12734564943315,Bar,39.97149103610161,"541 E Girard Ave (at E Montgomery Ave), Philadelphia, PA 19125",-75.12813,39.97116,11
121,380.0,Foursquare,Lindbergh & Wheeler,,,,Carlette's backyard,,-75.21957240870441,Bar,39.93005376053848,"Philadelphia, PA 19143",-75.2162,39.9323,3
126,291.0,Foursquare,18th & JFK,,,,Sweetgreen,,-75.1711748,Salad Restaurant,39.9518677,"1821 Chestnut St, Philadelphia, PA 19103",-75.16902,39.9539,9
128,458.0,Foursquare,"43rd & Chester, Clark Park",,,,Earth Cup,,-75.21224255680835,Coffee Shop,39.95155956572168,"405 S 45th St (at Pine Street), Philadelphia, PA 19104",-75.20908,39.94822,3
129,121.0,Foursquare,12th & Callowhill,,,,Elixr Coffee Roasters,,-75.15818075361338,Coffee Shop,39.95815106712113,"315 N 12th St, Philadelphia, PA 19107",-75.15821,39.95924,1
130,31.0,Foursquare,12th & Callowhill,,,,Parada Maimon,,-75.15818888405154,Latin American Restaurant,39.958952903208015,"345 N 12th St, Philadelphia, PA 19107",-75.15821,39.95924,1
131,139.0,Foursquare,12th & Callowhill,,,,The Trestle Inn,,-75.15666079997288,Whisky Bar,39.95884296625862,"339 N 11th St (at Callowhill St), Philadelphia, PA 19107",-75.15821,39.95924,1
146,132.0,Foursquare,19th & Market,,,,El Techo,,-75.171385,Mexican Restaurant,39.952434,"1830 Ludlow St, Philadelphia, PA 19103",-75.17192,39.95355,2
134,228.0,Foursquare,12th & Normandy,,,,The Galley Cafe,,-75.172409,Café,39.891208,"1200 Constitution Ave, Philadelphia, PA 19112",-75.17187,39.89322,4
136,147.0,Foursquare,50th & Haverford,,,,Cozy Bar,,-75.22221661683355,Bar,39.9640677558295,"5100 Haverford Ave, Philadelphia, PA 19139",-75.22048,39.96405,4
138,239.0,Foursquare,50th & Haverford,,,,The Family MC,,-75.22326724808406,Bar,39.96434855972675,"5140 Haverford Ave (52 nd st), Philadelphia, PA 19139",-75.22048,39.96405,4
139,350.0,Foursquare,"Broad & Pattison, BSL",,,,Xfinity Live! Philadelphia,,-75.16931729492173,Sports Bar,39.90431369464889,"1100 Pattison Ave (at 11th St), Philadelphia, PA 19148",-75.1734,39.90471,13
140,317.0,Foursquare,"Broad & Pattison, BSL",,,,Victory Beer Hall,,-75.16971426252118,Beer Bar,39.90431570844593,"1100 Pattison Ave (at XFINITY Live! Philadelphia), Philadelphia, PA 19148",-75.1734,39.90471,13
141,354.0,Foursquare,"Broad & Pattison, BSL",,,,Broad Street Bullies Pub,,-75.16925565965765,Sports Bar,39.90447125128759,"1100 Pattison Ave (at XFINITY Live! Philadelphia), Philadelphia, PA 19148",-75.1734,39.90471,13
142,339.0,Foursquare,"Broad & Pattison, BSL",,,,PBR Bar & Grill,,-75.16949083062157,Bar,39.90413723241144,"1100 Pattison Ave (at 11th St), Philadelphia, PA 19148",-75.1734,39.90471,13
143,122.0,Foursquare,19th & Market,,,,Condesa,,-75.17139,Mexican Restaurant,39.952526,"1830 Ludlow St, Philadelphia, PA 19103",-75.17192,39.95355,2
144,167.0,Foursquare,19th & Market,,,,Devil's Alley,,-75.17216600971092,Bar,39.95205289437517,"1907 Chestnut St (at 19th St.), Philadelphia, PA 19103",-75.17192,39.95355,2
178,177.0,Foursquare,Pennsylvania Convention Center,,,,Four Seasons Juice Bar,,-75.15959480031424,Juice Bar,39.95341306070958,"12th and Filbert, Philadelphia, PA 19107",-75.16138,39.95424,0
221,261.0,Foursquare,Ridge & Ferry,,,,Fiorino,,-75.1903618284967,Italian Restaurant,40.00973593094976,"3572 Indian Queen Ln, Philadelphia, PA 19129",-75.19194,40.00772,6
209,186.0,Foursquare,Broad & Diamond,,,,Peking Garden,,-75.15572487541299,Chinese Restaurant,39.98643032572356,"2205 N Broad St, Philadelphia, PA 19132",-75.15668,39.98492,5
210,370.0,Foursquare,Broad & Diamond,,,,Saxbys Coffee,,-75.15605803308691,Coffee Shop,39.98161777609731,"1902 Liacouras Walk (Temple University), Philadelphia, PA 19122",-75.15668,39.98492,5
212,52.0,Foursquare,13th & Spruce,,,,Vetri Cucina,,-75.16318323370909,Italian Restaurant,39.94676083993761,"1312 Spruce St, Philadelphia, PA 19107",-75.16263,39.94655,1
213,51.0,Foursquare,13th & Spruce,,,,Monster Vegan,,-75.16214514790943,Vegan and Vegetarian Restaurant,39.946826224006855,"1229 Spruce St, Philadelphia, PA 19107",-75.16263,39.94655,1
214,64.0,Foursquare,13th & Spruce,,,,Mercato,,-75.16187864339636,Italian Restaurant,39.94660790625103,"1216 Spruce St (at 12th St), Philadelphia, PA 19107",-75.16263,39.94655,1
215,89.0,Foursquare,13th & Spruce,,,,Writer's Block Rehab,,-75.163647,Cocktail Bar,39.946353,"1342 Cypress St (btwn S 13th & Juniper St), Philadelphia, PA 19107",-75.16263,39.94655,1
217,146.0,Foursquare,13th & Spruce,,,,Tria Cafe Wash West,,-75.1609139,Wine Bar,39.9466238,"1137 Spruce St (at S 12th St), Philadelphia, PA 19107",-75.16263,39.94655,1
220,193.0,Foursquare,Ridge & Ferry,,,,LeBus East Falls,,-75.1936636134526,New American Restaurant,40.00886168466631,"4201 Ridge Ave (Indian Queen Lane), Philadelphia, PA 19129",-75.19194,40.00772,6
179,359.0,Foursquare,"Berks Station, MFL",,,,Kalaya,,-75.13313455564375,Thai Restaurant,39.97564987595705,"4 W Palmer St (at Blair St), Philadelphia, PA 19122",-75.13339,39.97888,10
224,83.0,Foursquare,The Children's Hospital of Philadelphia (CHOP),,,,Kitchen Gia,,-75.19320057007454,American Restaurant,39.94812577103885,"3400 Civic Center Blvd, Philadelphia, PA 19104",-75.19409,39.94781,4
225,260.0,Foursquare,The Children's Hospital of Philadelphia (CHOP),,,,Starbucks,,-75.19303650066375,Coffee Shop,39.95000940507062,"3400 Spruce St, Philadelphia, PA 19104",-75.19409,39.94781,4
208,197.0,Foursquare,ParkWest Town Center,,,,Cafe Breezes,,-75.2229091366847,Bar,39.97998109106129,"5131 W Columbia Ave, Philadelphia, PA 19131",-75.22399,39.97841,8
207,403.0,Foursquare,"63rd St Station, MFL",,,,Uptown Grill,,-75.24115281819579,American Restaurant,39.96093682718745,"44 S 60th St, Philadelphia, PA 19139",-75.24545,39.96246,10
206,394.0,Foursquare,"63rd St Station, MFL",,,,Hong Kong Restaurant,,-75.2411699944514,Chinese Restaurant,39.96382427548288,"100 N Edgewood St, Philadelphia, PA 19139",-75.24545,39.96246,10
205,98.0,Foursquare,"63rd St Station, MFL",,,,Kif's Sports Bar and Hookah Lounge,,-75.24437231229776,Sports Bar,39.962150466450986,"6142 Market St (btw 62 St & Robinson St), Philadelphia, PA 19139",-75.24545,39.96246,10
180,60.0,Foursquare,"Berks Station, MFL",,,,Da Vista Urso 2.0,,-75.1336352595369,Bar,39.97939493682621,"Philadelphia, PA",-75.13339,39.97888,10
181,314.0,Foursquare,"Berks Station, MFL",,,,LMNO,,-75.133704,Mexican Restaurant,39.97606,"1739 N Front St, Philadelphia, PA 19122",-75.13339,39.97888,10
187,239.0,Foursquare,26th & Poplar,,,,Angelino's Restaurant,,-75.1777513050809,Italian Restaurant,39.97125864340845,"849 N 25th St (at Parrish St), Philadelphia, PA 19130",-75.17971,39.9728,3
189,191.0,Foursquare,16th & Montgomery,,,,Maple Star,,-75.16051242595141,Chinese Restaurant,39.9791892383782,"1521 Cecil B Moore Ave (North 15th St), Philadelphia, PA 19121",-75.16065,39.98091,3
192,42.0,Foursquare,13th & Mifflin,,,,Artisan Boulanger Patissier,,-75.166339338567,Café,39.926352965316944,"1218 Mifflin St (at S Iseminger St), Philadelphia, PA 19148",-75.1668,39.9265,13
194,51.0,Foursquare,13th & Mifflin,,,,Gabriella's Vietnam,,-75.16659121117044,Vietnamese Restaurant,39.92693146669747,"1837 E Passyunk Ave, Philadelphia, PA 19148",-75.1668,39.9265,13
196,75.0,Foursquare,13th & Mifflin,,,,Fuel,,-75.16766362535178,New American Restaurant,39.92633186526494,"1917 E Passyunk Ave (Mifflin St.), Philadelphia, PA 19148",-75.1668,39.9265,13
197,75.0,Foursquare,13th & Mifflin,,,,Flannel,,-75.16638706711821,Southern Food Restaurant,39.92709952708369,"1819 E Passyunk Ave, Philadelphia, PA 19148",-75.1668,39.9265,13
199,482.0,Foursquare,2nd & Lombard,,,,Spruce Street Park - Beer Barge,,-75.14100193977355,Bar,39.94446465043163,"S Columbus Blvd, Philadelphia, PA",-75.1455,39.94182,7
201,253.0,Foursquare,2nd & Lombard,,,,Eulogoy,,-75.14253771551319,Bar,39.94205589229199,"Philadelphia, PA",-75.1455,39.94182,7
203,600.0,Foursquare,2nd & Lombard,,,,Frieda,,-75.14719812592973,Café,39.9470672635393,"320 Walnut St, Philadelphia, PA 19106",-75.1455,39.94182,7
204,644.0,Foursquare,2nd & Lombard,,,,Liberty Point,,-75.140135,American Restaurant,39.945906,"211 S Columbus Blvd, Philadelphia, PA 19106",-75.1455,39.94182,7
119,61.0,Foursquare,Girard & Palmer,,,,Lloyd,,-75.12744793114754,Whisky Bar,39.97133198702904,"529 E Girard Ave (at Montgomery Ave), Philadelphia, PA 19125",-75.12813,39.97116,11
43,165.0,Foursquare,"11th & Pine, Kahn Park",,,,Yellowtail,,-75.16185778969981,Japanese Restaurant,39.94501914790475,"1218 Pine St, Philadelphia, PA 19107",-75.15993,39.94517,3
31,297.0,Foursquare,41st & Chestnut,,,,Dim Sum House by Jane G's,,-75.20180941375598,Chinese Restaurant,39.95573081701866,"3939 Chestnut St (40th and Chestnut), Philadelphia, PA 19104",-75.2053,39.9559,2
