,station_name,distance_to,name,price,rating,review_count,address,category
175,12th & Filbert,1402.3776884276608,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
176,23rd & Fairmount,763.1805722503289,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
177,Philadelphia Museum of Art,1210.310977086262,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
178,16th & Arch,1322.732754214805,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
179,16th & Arch,632.098434596951,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
180,16th & Arch,855.876314739997,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
181,"18th & Washington, Chew Playground",521.324363393017,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
182,"18th & Washington, Chew Playground",1358.7479042734315,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
183,"18th & Washington, Chew Playground",1118.0718999033472,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
184,"18th & Washington, Chew Playground",1601.4525461600385,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
185,7th & Passyunk,1678.703448823551,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
186,7th & Passyunk,1656.566681753764,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
187,Race Street Pier,1025.3047381581403,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
188,Race Street Pier,686.0374920351088,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
189,7th & Dickinson,1495.0878054182826,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
190,8th & Market,1275.2511588561874,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
191,8th & Market,691.7717669363665,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
192,8th & Market,1229.525230610973,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
193,8th & Market,923.7664382475882,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
194,7th & South,1356.763803657787,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
195,7th & South,1088.1330322839588,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
196,7th & South,1146.5697059145034,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
197,"Ridge & Pensdale, Kendrick Recreation Center",921.2516148095156,Manayunk Brewery,$$,3.4,811,"4120 Main St, Philadelphia, PA 19127","New American, Breweries, American"
198,20th & Fairmount,331.1837345181848,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
199,24th & Pennsylvania ,995.6869661391994,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
200,30th Street Station East,1856.9270859621085,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
201,30th Street Station East,1338.4584619774625,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
202,Schuylkill Banks Pergola,1382.830590272267,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
203,18th & Walnut,383.5462740737016,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
204,18th & Walnut,737.6094266429538,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
205,18th & Walnut,1412.4143639291028,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
206,Del. River Trail & Penn St.,898.9144341847752,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
207,Del. River Trail & Penn St.,1602.4767842109245,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
208,Del. River Trail & Penn St.,1332.795333477859,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
209,20th & Cuthbert,1484.7816682702448,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
210,20th & Cuthbert,889.9166417995269,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
211,20th & Cuthbert,1021.0754858245348,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
212,17th & JFK,1461.1784193313397,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
213,17th & JFK,613.247331421932,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
214,17th & JFK,707.0492856357188,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
215,3rd & Girard,1078.0314123353326,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
216,3rd & Girard,941.4578544607623,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
217,3rd & Girard,1246.1915996055686,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
218,"Spring Garden Station, MFL",575.735221074983,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
219,"Spring Garden Station, MFL",1347.3048297845596,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
220,"Spring Garden Station, MFL",1655.148135185094,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
221,17th & Green,307.4904712120766,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
222,"21st & Winter, Franklin Institute",1122.7169333923734,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
223,"21st & Winter, Franklin Institute",1323.5365839151707,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
224,"21st & Winter, Franklin Institute",1344.4231461095535,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
225,4th & Bainbridge,1003.0847701465585,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
226,4th & Bainbridge,1544.0215379472854,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
227,Fitzwater & Juniper,1248.346624790171,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
228,Fitzwater & Juniper,726.1460480777317,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
229,Fitzwater & Juniper,976.7599162331362,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
230,25th & Wharton,659.957913169619,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
231,25th & Wharton,1603.1580170023897,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
232,20th & Sansom,629.2437054584304,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
233,20th & Sansom,1426.8806946774982,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
234,20th & Sansom,973.5158946299429,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
235,"7th & Race, Franklin Square",753.5855466762752,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
236,"7th & Race, Franklin Square",1842.4349732124938,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
237,"7th & Race, Franklin Square",1104.4373126957578,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
238,"7th & Race, Franklin Square",1665.7750513126314,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
239,"7th & Race, Franklin Square",934.8029094334005,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
240,23rd & South,677.7279400851372,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
241,23rd & South,1010.6060396832523,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
242,23rd & South,1559.8549973114702,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
243,Amtrak 30th Street Station,2007.0725973929132,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
244,Amtrak 30th Street Station,1493.8606940583932,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
245,Broad & Ritner,639.9534446711705,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
246,Broad & Chestnut,169.63356685868322,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
247,Broad & Chestnut,491.3564735116201,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
248,Broad & Chestnut,1859.9274888981056,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
249,Broad & Chestnut,1824.6743363081032,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
250,6th & Brown,353.20387453104365,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
251,6th & Brown,1750.855003651752,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
