,distance_to,source,station_name,review_count,rating,name,price,poi_longitude,category,poi_latitude,address,Unnamed: 0,station_longitude,station_latitude,num_bikes
1340,1350.214590442307,Yelp,9th & Arch,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",257,-75.1543,39.9534,2
1341,1008.5595054621318,Yelp,9th & Arch,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",257,-75.1543,39.9534,2
1342,582.4183915779039,Yelp,9th & Locust,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",258,-75.15695,39.94732,1
1343,967.3490331807832,Yelp,9th & Locust,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",258,-75.15695,39.94732,1
1344,1094.588359872273,Yelp,9th & Locust,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",258,-75.15695,39.94732,1
1345,1645.102864637649,Yelp,10th & Oxford,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",259,-75.15101,39.97633,9
1266,1604.5302478830977,Yelp,Penn Treaty Park,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",219,-75.12964,39.96672,7
1325,540.0694552345238,Yelp,Broad & Cherry,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",251,-75.16287,39.95511,4
1264,1165.6960975506308,Yelp,Broad & Reed,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",217,-75.16822,39.93304,7
1196,1583.1382293092431,Yelp,11th & Reed,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",174,-75.16248,39.93315,7
1185,1859.9274888981056,Yelp,Broad & Chestnut,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",165,-75.16438,39.95095,5
1186,1824.6743363081032,Yelp,Broad & Chestnut,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",165,-75.16438,39.95095,5
1187,353.20387453104365,Yelp,6th & Brown,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",166,-75.14769,39.96409,4
1188,1750.855003651752,Yelp,6th & Brown,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",166,-75.14769,39.96409,4
1189,384.7236171568441,Yelp,Broad & Snyder,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",169,-75.16959,39.924,12
1190,1359.2795352860444,Yelp,6th & Master,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",170,-75.14612,39.97318,3
1191,1077.813846044693,Yelp,6th & Master,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",170,-75.14612,39.97318,3
1192,420.3762875742105,Yelp,"4th & Walnut, NPS",942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",172,-75.14886,39.94735,7
1193,1215.620204190979,Yelp,"4th & Walnut, NPS",1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",172,-75.14886,39.94735,7
1194,146.95169553388226,Yelp,"Welcome Park, NPS",942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",173,-75.14403,39.94733,12
1195,1191.3238402592551,Yelp,11th & Reed,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",174,-75.16248,39.93315,7
1197,1156.6722722580544,Yelp,Girard & Hutchinson,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",175,-75.15171,39.9707,3
1210,1481.5018297960844,Yelp,6th & Chestnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",183,-75.15097,39.94883,6
1198,1291.0584797358829,Yelp,Girard & Hutchinson,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",175,-75.15171,39.9707,3
1199,930.7596918110376,Yelp,Barnes Foundation,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",177,-75.17198,39.96006,2
1200,1409.8491571306574,Yelp,Barnes Foundation,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",177,-75.17198,39.96006,2
1201,1351.4471159576992,Yelp,Barnes Foundation,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",177,-75.17198,39.96006,2
1202,644.0719974593651,Yelp,2nd & Norris,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",179,-75.13721,39.98101,2
1203,1349.8261956312303,Yelp,2nd & Norris,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",179,-75.13721,39.98101,2
1204,1262.9886875804248,Yelp,Broad & Oxford,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",180,-75.15813,39.97669,5
1205,1507.3842980305112,Yelp,23rd & Chestnut,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",181,-75.17779,39.95269,1
1206,981.8120896632884,Yelp,23rd & Chestnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",181,-75.17779,39.95269,1
1207,1322.1777662553427,Yelp,23rd & Chestnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",181,-75.17779,39.95269,1
1208,1393.6658952854411,Yelp,6th & Chestnut,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",183,-75.15097,39.94883,6
1184,491.3564735116201,Yelp,Broad & Chestnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",165,-75.16438,39.95095,5
1183,169.63356685868322,Yelp,Broad & Chestnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",165,-75.16438,39.95095,5
1181,1493.8606940583932,Yelp,Amtrak 30th Street Station,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",163,-75.18323,39.95472,5
1180,2007.0725973929127,Yelp,Amtrak 30th Street Station,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",163,-75.18323,39.95472,5
1158,307.4904712120766,Yelp,17th & Green,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",153,-75.16582,39.96437,4
1263,868.4681213275829,Yelp,Broad & Reed,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",217,-75.16822,39.93304,7
1159,1122.7169333923734,Yelp,"21st & Winter, Franklin Institute",525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",154,-75.17369,39.95886,3
1160,1323.5365839151707,Yelp,"21st & Winter, Franklin Institute",2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",154,-75.17369,39.95886,3
1161,1344.4231461095535,Yelp,"21st & Winter, Franklin Institute",1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",154,-75.17369,39.95886,3
1162,1003.0847701465584,Yelp,4th & Bainbridge,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",155,-75.14958,39.94061,4
1163,1544.0215379472854,Yelp,4th & Bainbridge,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",155,-75.14958,39.94061,4
1164,1248.346624790171,Yelp,Fitzwater & Juniper,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",156,-75.16502,39.94167,3
1165,726.1460480777317,Yelp,Fitzwater & Juniper,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",156,-75.16502,39.94167,3
1166,976.7599162331362,Yelp,Fitzwater & Juniper,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",156,-75.16502,39.94167,3
1167,659.957913169619,Yelp,25th & Wharton,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",157,-75.18621,39.93651,7
1168,1603.1580170023897,Yelp,25th & Wharton,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",157,-75.18621,39.93651,7
1169,629.2437054584304,Yelp,20th & Sansom,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",158,-75.17394,39.95134,13
1170,1426.8806946774982,Yelp,20th & Sansom,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",158,-75.17394,39.95134,13
1171,973.5158946299427,Yelp,20th & Sansom,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",158,-75.17394,39.95134,13
1172,753.5855466762752,Yelp,"7th & Race, Franklin Square",1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",160,-75.15128,39.95508,4
1173,1842.4349732124936,Yelp,"7th & Race, Franklin Square",525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",160,-75.15128,39.95508,4
1174,1104.4373126957578,Yelp,"7th & Race, Franklin Square",1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",160,-75.15128,39.95508,4
1175,1665.7750513126314,Yelp,"7th & Race, Franklin Square",2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",160,-75.15128,39.95508,4
1176,934.8029094334004,Yelp,"7th & Race, Franklin Square",942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",160,-75.15128,39.95508,4
1177,677.7279400851372,Yelp,23rd & South,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",162,-75.17971,39.94527,9
1178,1010.6060396832524,Yelp,23rd & South,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",162,-75.17971,39.94527,9
1179,1559.8549973114702,Yelp,23rd & South,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",162,-75.17971,39.94527,9
1209,575.2619754105964,Yelp,6th & Chestnut,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",183,-75.15097,39.94883,6
1182,639.9534446711705,Yelp,Broad & Ritner,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",164,-75.17033,39.92083,3
1211,1004.5880487982752,Yelp,6th & Chestnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",183,-75.15097,39.94883,6
1251,1646.2797608893732,Yelp,12th & Chestnut,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",208,-75.16027,39.95028,6
1239,1218.0000082314905,Yelp,Thompson & Franklin,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",202,-75.14878,39.97183,4
1240,1339.135422633413,Yelp,Thompson & Franklin,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",202,-75.14878,39.97183,4
1241,956.944663161634,Yelp,6th & Berks,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",203,-75.14371,39.98003,5
1242,1685.8743085237463,Yelp,6th & Berks,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",203,-75.14371,39.98003,5
1243,1218.474101838732,Yelp,20th & Race,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",204,-75.17232,39.95725,4
1244,1116.0652114439054,Yelp,20th & Race,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",204,-75.17232,39.95725,4
1245,1135.8010880535537,Yelp,20th & Race,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",204,-75.17232,39.95725,4
1246,811.3270409856517,Yelp,12th & Fairmount,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",205,-75.15679,39.96569,2
1247,992.3148468762254,Yelp,12th & Fairmount,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",205,-75.15679,39.96569,2
1248,384.4505990085463,Yelp,"15th & Castle, DiSilvestro Playground",126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",207,-75.17021,39.92884,12
1249,1386.8240340790792,Yelp,"15th & Castle, DiSilvestro Playground",134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",207,-75.17021,39.92884,12
1252,741.1212341243586,Yelp,12th & Chestnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",208,-75.16027,39.95028,6
1237,1020.7594417732826,Yelp,Broad & Master,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",201,-75.15917,39.9746,2
1253,1379.7016390264412,Yelp,12th & Chestnut,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",208,-75.16027,39.95028,6
1254,835.3938736899704,Yelp,York & Gaul,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",211,-75.12442,39.97759,5
1255,719.9197436448356,Yelp,York & Gaul,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",211,-75.12442,39.97759,5
1256,1343.8534725416364,Yelp,27th & Pennsylvania,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",212,-75.18169,39.96906,6
1257,991.6185531536388,Yelp,Point Breeze & Tasker,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",213,-75.18154,39.93231,3
1258,787.7885514237526,Yelp,Point Breeze & Tasker,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",213,-75.18154,39.93231,3
1259,1376.470730920733,Yelp,10th & Oregon,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",214,-75.1643,39.9158,8
1260,429.0390918776154,Yelp,15th & South,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",215,-75.16735,39.94391,6
1212,1711.3519493081867,Yelp,13th & Montgomery,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",184,-75.15522,39.98005,0
1261,1146.2776045245337,Yelp,15th & South,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",215,-75.16735,39.94391,6
1262,813.3873314408457,Yelp,15th & South,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",215,-75.16735,39.94391,6
1238,1567.8749579210694,Yelp,Thompson & Franklin,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",202,-75.14878,39.97183,4
1250,199.22704932374253,Yelp,12th & Chestnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",208,-75.16027,39.95028,6
1236,1219.7005802532442,Yelp,23rd & Master,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",200,-75.17362,39.97647,4
1224,1159.4535980072246,Yelp,"Independence Mall, NPS",1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",194,-75.14947,39.95073,3
1213,690.15219713586,Yelp,8th & Brown,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",185,-75.15097,39.96634,0
1214,1294.4068306281954,Yelp,8th & Brown,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",185,-75.15097,39.96634,0
1215,1791.7538829698483,Yelp,8th & Brown,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",185,-75.15097,39.96634,0
1216,91.30729257760034,Yelp,21st & Washington,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",188,-75.17824,39.93906,14
1217,1497.8085047127745,Yelp,21st & Washington,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",188,-75.17824,39.93906,14
1218,1281.8621136395475,Yelp,21st & Washington,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",188,-75.17824,39.93906,14
1219,1823.8133994840853,Yelp,21st & Washington,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",188,-75.17824,39.93906,14
1221,1284.902764236457,Yelp,"Girard Station, MFL",1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",192,-75.13546,39.96849,12
1222,821.8535721314737,Yelp,"Girard Station, MFL",317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",192,-75.13546,39.96849,12
1223,769.3433513024324,Yelp,"Girard Station, MFL",590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",192,-75.13546,39.96849,12
1220,1492.1164033767404,Yelp,22nd & Cecil B. Moore,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",189,-75.17088,39.98004,0
1230,548.310530357,Yelp,Cedar & Norris,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",197,-75.12764,39.9768,10
1225,503.6613623457476,Yelp,"Independence Mall, NPS",942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",194,-75.14947,39.95073,3
1235,404.4689905393129,Yelp,16th & Wolf,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",199,-75.17337,39.92255,4
1226,1121.0559718186255,Yelp,"Independence Mall, NPS",1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",194,-75.14947,39.95073,3
1227,1079.9985700219077,Yelp,9th & Lombard,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",195,-75.15698,39.94332,4
1228,908.3645990133753,Yelp,9th & Lombard,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",195,-75.15698,39.94332,4
1233,463.9347581953109,Yelp,15th & Spruce,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",198,-75.16618,39.94711,9
1229,1237.917268578546,Yelp,9th & Lombard,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",195,-75.15698,39.94332,4
1234,1423.9768017971685,Yelp,15th & Spruce,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",198,-75.16618,39.94711,9
1231,588.252137015162,Yelp,Cedar & Norris,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",197,-75.12764,39.9768,10
1232,191.24929398002388,Yelp,15th & Spruce,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",198,-75.16618,39.94711,9
770,160.0,Foursquare,44th & Walnut,,,Best China Inn,,-75.21129342117389,Chinese Restaurant,39.95416251433907,"4423 Locust St, Philadelphia, PA 19104",224,-75.20987,39.95511,6
779,91.0,Foursquare,"Spring Garden Station, BSL",,,Starbucks,,-75.16227504323092,Coffee Shop,39.962328671325146,"490 N Broad St, Philadelphia, PA 19130",227,-75.16121,39.96244,10
769,122.0,Foursquare,44th & Walnut,,,Makkah Market,,-75.20844803595514,Middle Eastern Restaurant,39.95493752408301,"4249 Walnut St, Philadelphia, PA 19104",224,-75.20987,39.95511,6
772,290.0,Foursquare,12th & Cambria,,,On My Post,,-75.14880947791389,Bar,39.99407266907944,"Lehigh Ave, Philadelphia, PA 19133",225,-75.14991,39.99655,3
768,202.0,Foursquare,44th & Walnut,,,Kaffa Crossing,,-75.21052270723752,Ethiopian Restaurant,39.95686570269632,"4421 Chestnut St, Philadelphia, PA 19104",224,-75.20987,39.95511,6
771,192.0,Foursquare,44th & Walnut,,,Abyssinia,,-75.21174073722528,Ethiopian Restaurant,39.95413034678355,"229 S 45th St (at Locust St), Philadelphia, PA 19104",224,-75.20987,39.95511,6
776,86.0,Foursquare,Fairmount & Ridge,,,Sals Seafood,,-75.16090341944735,Seafood Restaurant,39.9664448073453,"676 N Broad St, Philadelphia, PA 19130",226,-75.16125,39.96718,6
773,367.0,Foursquare,12th & Cambria,,,Halal Steaks,,-75.15392471409723,Restaurant,39.995325198568665,"2739 N Broad St, Philadelphia, PA 19132",225,-75.14991,39.99655,3
774,484.0,Foursquare,12th & Cambria,,,Taco Bell,,-75.15373459974586,Fast Food Restaurant,39.99977309234654,"3032 N Broad St, Philadelphia, PA 19132",225,-75.14991,39.99655,3
775,131.0,Foursquare,Fairmount & Ridge,,,Lorraine,,-75.16237877250926,Bar,39.96799374905181,"1502 Brown St, Philadelphia, PA 19130",226,-75.16125,39.96718,6
777,239.0,Foursquare,Fairmount & Ridge,,,Osteria,,-75.161056,Italian Restaurant,39.965029,"640 N Broad St, Philadelphia, PA 19130",226,-75.16125,39.96718,6
766,169.0,Foursquare,44th & Walnut,,,Saad's Halal Restaurant,,-75.21185,Middle Eastern Restaurant,39.954964,"4500 Walnut St (at 45th St), Philadelphia, PA 19139",224,-75.20987,39.95511,6
778,101.0,Foursquare,Fairmount & Ridge,,,Coffee Cream & Dreams,,-75.16239644226121,Café,39.966923432416685,"1500 Fairmount Ave (at N 15th St), Philadelphia, PA 19130",226,-75.16125,39.96718,6
767,200.0,Foursquare,44th & Walnut,,,Kilimandjaro,,-75.2089249938346,African Restaurant,39.95676607480428,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",224,-75.20987,39.95511,6
757,197.0,Foursquare,4th & Arch,,,La Locanda Del Ghiottone,,-75.14512461415435,Italian Restaurant,39.95304470547211,"130 N 3rd St (at Cherry St), Philadelphia, PA 19106",222,-75.14728,39.95238,0
765,383.0,Foursquare,Manayunk Bridge,,,Jake's and Cooper's Wine Bar,,-75.22425082675446,New American Restaurant,40.02573725907788,"4365 Main St, Philadelphia, PA 19127",223,-75.2277,40.02796,15
764,207.0,Foursquare,Manayunk Bridge,,,United States Hotel Bar,,-75.22618864838137,Bar,40.026492560925526,"4439 Main St, Philadelphia, PA 19127",223,-75.2277,40.02796,15
763,360.0,Foursquare,Manayunk Bridge,,,Chabaa Thai Bistro,,-75.22444180920658,Thai Restaurant,40.02588518573464,"4343 Main St, Philadelphia, PA 19127",223,-75.2277,40.02796,15
